case_id,local_position,member_id_sha256,actual_label,phishing_probability,base_probability,reconstructed_probability,additivity_error,feature,shap_value_phishing
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,URLLength,0.015348076907592642
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,DomainLength,-0.0060541243076349316
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,IsDomainIP,0.0
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,TLDLength,0.001041290785559135
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,NoOfSubDomain,0.0035235357414344294
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,HasObfuscation,0.0
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,NoOfObfuscatedChar,0.0
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,ObfuscationRatio,0.0
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,NoOfLettersInURL,0.014802744451490013
representative_phishing,108,e5e887b59fce01e0ac28c936c40fefd6569a7719be83f16b9adc7f1025a15123,0,0.9999800646482333,0.40002828537070434,0.9999800701780992,5.529865898523667e-09,LetterRatioInURL,0.009712354316459422
